Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2004-05,28,TOR,NBA,PG,80,2717,16.5,.522,.399,.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,,3.8,1.7,5.5,.098,,1.4,-0.5,0.9,2.0
2005-06,29,HOU,NBA,PG,63,2431,12.6,.475,.423,.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,,0.2,3.1,3.4,.067,,-1.0,0.6,-0.4,1.0
2006-07,30,HOU,NBA,PG,82,3040,12.9,.496,.519,.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,,1.7,4.9,6.6,.104,,-0.7,1.3,0.6,2.0
2007-08,31,HOU,NBA,PG,74,2526,13.2,.492,.440,.148,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,,1.0,4.0,5.0,.095,,-0.5,1.0,0.5,1.6
2008-09,32,TOT,NBA,PG,77,2447,13.8,.494,.404,.254,1.6,8.8,5.3,27.0,2.3,0.3,13.3,19.9,,1.7,3.7,5.3,.104,,-0.3,1.1,0.8,1.8
2008-09,32,HOU,NBA,PG,48,1591,12.8,.484,.441,.209,1.9,8.4,5.3,25.9,1.9,0.3,13.4,19.2,,0.9,2.1,2.9,.088,,-0.3,0.4,0.2,0.9
2008-09,32,ORL,NBA,PG,29,856,15.6,.509,.339,.332,1.1,9.6,5.5,28.9,3.1,0.3,13.2,21.2,,0.8,1.6,2.4,.135,,-0.3,2.3,2.0,0.9
2009-10,33,TOT,NBA,PG,52,1421,8.2,.443,.377,.182,1.0,9.7,5.3,20.2,1.9,0.5,16.5,18.8,,-1.6,1.2,-0.4,-0.013,,-3.3,-0.5,-3.8,-0.6
2009-10,33,NJN,NBA,PG,27,766,8.7,.436,.314,.195,1.3,10.4,5.6,23.1,1.9,0.5,16.9,21.7,,-1.2,0.4,-0.8,-0.051,,-3.0,-1.1,-4.0,-0.4
2009-10,33,MIA,NBA,PG,25,655,7.7,.456,.479,.160,0.7,8.9,4.8,16.7,1.9,0.6,15.8,15.4,,-0.4,0.8,0.4,.031,,-3.7,0.3,-3.4,-0.2
2021-22,23,NOP,NBA,PG,54,834,16.4,.520,.374,.180,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,,1.0,1.1,2.1,.121,,-0.5,2.4,1.9,0.8
2022-23,24,NOP,NBA,PG,24,508,15.1,.586,.522,.134,2.2,9.8,6.0,21.7,2.7,0.7,14.0,19.1,,0.7,0.8,1.4,.134,,-0.2,1.4,1.2,0.4
1995-96,25,CLE,NBA,PF,28,357,3.1,.456,.000,.471,4.8,14.8,9.7,4.1,1.0,2.7,28.7,16.8,,-0.9,0.4,-0.6,-0.075,,-8.3,-0.9,-9.1,-0.6
1999-00,29,ORL,NBA,C,80,1684,13.2,.505,.009,.416,4.0,13.2,8.6,9.1,1.0,1.5,14.4,24.1,,0.6,1.8,2.4,.067,,-1.8,-0.8,-2.5,-0.2
2000-01,30,ORL,NBA,C,82,1710,8.7,.455,.012,.471,4.9,12.7,8.7,7.0,0.8,1.2,14.8,21.7,,-1.3,1.4,0.0,.001,,-4.3,-1.8,-6.1,-1.7
2001-02,31,UTA,NBA,PF,54,586,5.4,.412,.000,.633,10.6,11.8,11.2,7.8,0.6,1.4,20.6,20.6,,-1.0,0.3,-0.7,-0.056,,-5.4,-2.8,-8.2,-0.9
2002-03,32,UTA,NBA,C,50,474,3.1,.351,.000,.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17.0,,-1.1,0.4,-0.7,-0.070,,-6.4,-1.6,-8.0,-0.7
2010-11,20,LAC,NBA,SF,81,1452,9.6,.499,.352,.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,,-0.8,1.4,0.7,.022,,-2.7,-0.1,-2.8,-0.3
2011-12,21,NOH,NBA,SF,66,1477,10.6,.481,.129,.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,,-0.4,1.8,1.4,.044,,-2.9,0.7,-2.2,-0.1
2012-13,22,NOH,NBA,SF,76,2066,13.7,.519,.040,.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,,0.7,2.4,3.1,.073,,-1.3,1.2,-0.1,1.0
2013-14,23,NOP,NBA,SF,80,2045,13.2,.516,.097,.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,,1.3,1.8,3.1,.072,,-0.9,0.3,-0.6,0.7
2014-15,24,DAL,NBA,SF,74,1366,14.4,.504,.347,.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,,1.2,2.0,3.3,.115,,-0.7,1.5,0.7,1.0
2015-16,25,POR,NBA,SF,82,2341,12.7,.533,.485,.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,,1.7,2.3,4.0,.082,,-0.2,0.2,0.1,1.2
2016-17,26,POR,NBA,PF,61,1773,11.3,.506,.455,.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,,-0.1,2.0,1.9,.051,,-1.4,0.4,-1.1,0.4
2017-18,27,POR,NBA,PF,69,2072,12.0,.522,.582,.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,,0.9,3.2,4.2,.097,,-0.7,1.1,0.4,1.3
2018-19,28,POR,NBA,PF,81,2292,13.2,.568,.472,.292,5.3,22.6,14.2,6.0,1.4,1.2,9.7,13.7,,3.0,2.8,5.8,.121,,0.1,0.6,0.7,1.5
2019-20,29,ORL,NBA,PF,18,380,7.6,.395,.419,.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,,-0.4,0.5,0.1,.014,,-4.4,1.4,-3.0,-0.1
2020-21,30,TOT,NBA,PF,23,434,8.9,.469,.374,.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,,-0.4,0.5,0.1,.010,,-4.9,1.1,-3.8,-0.2
2020-21,30,ORL,NBA,PF,17,367,9.9,.482,.348,.191,5.5,20.8,12.9,11.3,2.3,2.2,20.6,14.3,,-0.3,0.4,0.1,.014,,-4.4,1.3,-3.1,-0.1
2020-21,30,CHI,NBA,PF,6,67,3.0,.369,.600,.500,3.3,27.8,15.7,3.5,1.4,0.0,19.7,9.8,,-0.1,0.1,0.0,-0.013,,-7.5,0.2,-7.3,-0.1
2006-07,24,TOT,NBA,PF,11,89,9.6,.412,.000,.667,17.6,20.2,18.9,1.7,0.6,6.9,20.5,12.7,,-0.1,0.1,0.1,.039,,-4.6,-0.3,-4.8,-0.1
2006-07,24,UTA,NBA,PF,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.004,,-4.1,-3.1,-7.3,0.0
2006-07,24,PHI,NBA,PF,10,87,9.8,.412,.000,.667,18.0,20.6,19.3,1.7,0.6,7.1,20.5,13.0,,-0.1,0.1,0.1,.040,,-4.6,-0.2,-4.8,-0.1
2007-08,25,PHI,NBA,PF,16,64,7.4,.472,.000,.438,12.9,9.4,11.1,0.0,0.8,1.2,9.5,14.9,,0.0,0.0,0.1,.043,,-6.3,-2.1,-8.5,-0.1
2008-09,26,PHO,NBA,PF,76,1044,13.3,.530,.004,.480,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,,0.8,1.0,1.8,.082,,-2.2,-0.3,-2.5,-0.1
2009-10,27,PHO,NBA,PF,79,1168,14.4,.562,.004,.446,13.1,19.9,16.7,3.7,1.0,4.4,14.7,14.6,,1.5,1.3,2.9,.118,,-1.5,0.4,-1.1,0.3
2010-11,28,GSW,NBA,PF,46,691,11.5,.452,.000,.475,13.0,17.4,15.2,3.5,1.0,3.6,9.8,15.7,,0.2,0.5,0.6,.044,,-3.1,-1.4,-4.5,-0.4
2011-12,29,IND,NBA,PF,60,753,11.5,.438,.000,.396,14.1,19.0,16.6,3.0,1.9,4.6,15.6,17.3,,-0.3,1.3,1.0,.062,,-4.0,0.1,-4.0,-0.4
2012-13,30,TOT,NBA,PF,39,372,9.3,.392,.000,.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,,-0.3,0.4,0.1,.019,,-4.2,0.0,-4.2,-0.2
2012-13,30,MIN,NBA,PF,20,161,6.3,.342,.000,.526,15.9,17.6,16.7,2.8,2.2,2.9,19.0,16.1,,-0.4,0.2,-0.1,-0.038,,-6.9,-1.0,-7.9,-0.2
2012-13,30,CHI,NBA,PF,1,2,0.0,.000,.000,.000,56.7,0.0,28.7,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,-0.274,,-4.7,-18.2,-22.8,0.0
2012-13,30,NOH,NBA,PF,18,209,11.7,.449,.000,.381,13.4,19.7,16.5,5.8,2.3,2.4,14.0,12.7,,0.1,0.2,0.3,.065,,-2.1,1.0,-1.1,0.0
2013-14,31,TOT,NBA,PF,19,185,9.1,.446,.000,.750,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,,-0.1,0.2,0.1,.024,,-6.6,0.1,-6.5,-0.2
2013-14,31,NOP,NBA,PF,18,184,9.2,.446,.000,.750,17.4,17.3,17.4,4.7,2.5,5.0,24.8,14.0,,-0.1,0.2,0.1,.024,,-6.7,0.1,-6.5,-0.2
2013-14,31,CHI,NBA,PF,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.029,,-4.4,-3.9,-8.3,0.0
2014-15,32,TOT,NBA,PF,53,937,11.8,.442,.004,.341,11.3,22.0,16.5,12.2,1.2,4.6,17.5,17.4,,-0.6,0.9,0.3,.017,,-4.1,-0.2,-4.3,-0.5
2014-15,32,CLE,NBA,PF,12,79,3.8,.387,.000,.417,7.4,21.5,14.5,8.7,0.7,0.0,26.0,11.0,,-0.1,0.1,0.0,-0.011,,-6.7,-1.5,-8.2,-0.1
2014-15,32,NYK,NBA,PF,41,858,12.5,.444,.004,.337,11.6,22.0,16.7,12.6,1.3,5.0,17.0,18.0,,-0.5,0.8,0.4,.020,,-3.8,-0.1,-3.9,-0.4
2015-16,33,NYK,NBA,PF,29,204,6.7,.401,.000,.509,12.5,13.7,13.1,8.8,1.5,2.6,18.8,17.7,,-0.3,0.2,-0.1,-0.014,,-6.7,-0.2,-6.9,-0.3
2001-02,23,DEN,NBA,C,24,262,13.8,.417,.054,.378,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17.0,,0.0,0.3,0.3,.058,,-3.3,0.3,-3.0,-0.1
2002-03,24,DEN,NBA,C,59,907,14.0,.440,.004,.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,,-0.5,1.7,1.1,.059,,-2.4,0.4,-2.0,0.0
2003-04,25,DEN,NBA,PF,71,1029,14.4,.486,.005,.527,9.6,23.3,16.3,5.1,1.7,7.8,16.1,12.7,,0.5,1.9,2.4,.111,,-2.2,2.7,0.4,0.6
2004-05,26,NOH,NBA,C,67,1430,18.5,.581,.008,.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,,2.7,1.8,4.5,.152,,0.5,1.1,1.6,1.3
2005-06,27,NOK,NBA,C,32,570,14.1,.562,.000,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,,0.6,0.7,1.3,.112,,-2.0,0.9,-1.2,0.1
2007-08,29,NOH,NBA,C,5,34,6.1,.342,.000,.571,6.7,24.6,15.5,0.0,0.0,9.2,10.2,13.3,,-0.1,0.1,0.0,.012,,-6.7,0.2,-6.5,0.0
2008-09,30,DEN,NBA,C,71,1460,18.1,.608,.034,.620,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,,2.5,2.8,5.4,.176,,-0.3,2.4,2.2,1.5
2009-10,31,DEN,NBA,PF,76,1695,15.8,.631,.012,.940,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,,3.2,2.7,5.9,.166,,-0.1,1.9,1.8,1.6
2010-11,32,DEN,NBA,C,45,732,19.0,.636,.007,.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,,1.9,1.2,3.2,.207,,1.2,1.8,3.0,0.9
2011-12,33,DEN,NBA,C,32,486,18.9,.583,.000,.759,11.9,23.3,17.8,1.8,2.0,7.4,10.6,14.8,,1.0,0.8,1.9,.183,,0.5,1.8,2.3,0.5
2012-13,34,MIA,NBA,C,42,624,17.4,.631,.024,.756,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,,1.6,1.1,2.7,.207,,-1.0,0.8,-0.2,0.3
2013-14,35,MIA,NBA,C,72,1396,18.5,.683,.044,.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,,3.8,2.2,6.0,.205,,0.6,0.7,1.2,1.1
2014-15,36,MIA,NBA,C,60,1132,16.1,.622,.063,.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,,2.1,1.5,3.6,.151,,0.0,1.0,1.1,0.9
2015-16,37,TOT,NBA,C,27,402,15.3,.598,.194,.500,9.9,18.2,13.9,4.4,1.9,2.9,9.3,10.8,,0.8,0.4,1.3,.149,,0.7,0.0,0.7,0.3
2015-16,37,MIA,NBA,C,7,36,17.6,.553,.500,.400,9.8,18.3,14.2,12.2,1.4,6.4,14.5,17.5,,0.1,0.1,0.1,.165,,1.2,3.3,4.5,0.1
2015-16,37,MEM,NBA,C,20,366,15.1,.605,.145,.516,9.9,18.2,13.9,3.7,2.0,2.5,8.4,10.2,,0.7,0.4,1.1,.148,,0.6,-0.3,0.4,0.2
2016-17,38,CLE,NBA,C,12,114,11.6,.497,.136,.636,9.0,20.6,15.0,5.9,2.2,5.0,15.1,13.0,,0.1,0.2,0.2,.102,,-4.7,2.2,-2.5,0.0
2009-10,29,HOU,NBA,C,63,891,12.1,.497,.229,.197,6.7,20.6,13.4,8.1,0.9,1.0,9.1,20.2,,0.4,0.9,1.3,.070,,-2.0,-0.6,-2.6,-0.1
2010-11,30,TOT,NBA,PF,40,373,10.9,.513,.190,.182,6.4,21.0,13.6,5.6,0.7,2.0,14.4,19.1,,-0.1,0.3,0.3,.032,,-2.8,-0.7,-3.4,-0.1
2010-11,30,TOR,NBA,PF,11,150,13.8,.559,.213,.149,6.2,21.1,13.4,7.3,1.0,1.5,13.8,17.3,,0.1,0.1,0.2,.063,,0.0,-0.5,-0.5,0.1
2010-11,30,NOH,NBA,PF,29,223,8.9,.484,.176,.203,6.5,20.9,13.6,4.5,0.5,2.2,14.8,20.2,,-0.2,0.3,0.1,.012,,-4.6,-0.8,-5.4,-0.2
2005-06,23,CHA,NBA,SF,36,564,10.4,.520,.320,.227,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,,0.2,0.3,0.4,.037,,-1.7,-1.7,-3.3,-0.2
2006-07,24,CHA,NBA,SG,17,256,10.1,.538,.247,.284,4.9,10.0,7.4,13.8,1.4,0.0,19.4,20.1,,0.0,0.1,0.1,.024,,-3.4,-1.1,-4.5,-0.2
2011-12,29,TOR,NBA,SF,17,461,8.7,.519,.430,.239,2.1,6.5,4.3,9.5,0.6,0.5,13.7,18.6,,0.1,0.2,0.3,.032,,-1.7,-1.3,-3.0,-0.1
2012-13,30,TOR,NBA,SF,65,1495,12.6,.509,.463,.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,,0.8,0.8,1.6,.052,,-0.5,-1.3,-1.8,0.1
2013-14,31,BRK,NBA,SF,78,1773,9.5,.525,.511,.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,,0.8,0.9,1.7,.047,,-1.8,-1.0,-2.8,-0.4
2014-15,32,BRK,NBA,SG,74,1744,10.6,.563,.477,.230,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,,1.7,1.1,2.7,.075,,-1.7,0.2,-1.5,0.2
2015-16,33,WAS,NBA,SG,13,192,9.2,.495,.627,.254,0.6,15.5,7.9,10.3,1.0,0.4,3.0,15.4,,0.2,0.2,0.3,.078,,-2.4,0.1,-2.3,0.0
2016-17,34,LAC,NBA,SF,30,308,5.0,.494,.550,.200,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,,0.0,0.1,0.1,.020,,-4.2,-1.9,-6.1,-0.3
2009-10,24,OKC,NBA,SF,1,15,-1.7,.333,.000,.000,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,,0.0,0.0,0.0,-0.104,,-7.6,-4.8,-12.4,0.0
1997-98,23,CLE,NBA,SF,66,1839,15.3,.531,.143,.538,3.7,8.7,6.2,21.3,2.5,0.5,15.0,21.4,,2.6,2.8,5.3,.139,,0.3,1.4,1.7,1.7
1998-99,24,CLE,NBA,SG,38,978,16.5,.529,.220,.525,2.6,11.5,7.1,28.5,2.7,0.3,17.5,23.4,,1.1,1.0,2.1,.105,,1.3,0.3,1.6,0.9
1999-00,25,LAC,NBA,SG,64,2201,16.9,.542,.207,.359,3.9,9.3,6.5,17.9,2.1,0.3,14.4,23.4,,3.1,0.3,3.3,.073,,1.2,-1.2,-0.1,1.1
2000-01,26,SAS,NBA,SG,82,2859,17.1,.542,.255,.405,3.1,10.9,7.2,18.1,2.2,0.3,12.4,21.9,,5.6,4.3,9.9,.166,,1.2,1.2,2.4,3.2
2001-02,27,POR,NBA,SG,70,1860,15.5,.538,.373,.340,2.9,9.1,6.0,18.6,2.0,0.3,11.0,19.4,,3.8,1.5,5.3,.137,,1.4,0.2,1.6,1.7
2002-03,28,POR,NBA,PG,76,2556,16.9,.556,.398,.323,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,,5.9,2.2,8.1,.153,,2.2,0.1,2.3,2.8
2003-04,29,POR,NBA,SG,51,1810,15.1,.499,.423,.307,1.7,10.2,6.0,21.1,2.0,0.1,11.5,20.5,,2.7,0.9,3.6,.097,,0.8,-0.5,0.3,1.0
2004-05,30,POR,NBA,SG,47,1239,11.7,.503,.386,.223,2.4,9.2,6.0,18.9,1.6,0.2,14.0,18.5,,0.7,0.6,1.3,.052,,-0.6,-0.6,-1.2,0.2
2005-06,31,TOT,NBA,SG,43,1047,10.8,.496,.442,.366,2.4,13.3,8.0,15.7,1.2,0.5,13.3,18.2,,0.5,1.1,1.6,.074,,-1.3,0.1,-1.2,0.2
2005-06,31,HOU,NBA,SG,20,582,12.5,.527,.387,.422,2.5,14.1,8.4,16.1,1.4,0.6,15.3,19.8,,0.3,0.7,1.0,.084,,-0.4,0.7,0.3,0.3
2005-06,31,MIA,NBA,SG,23,465,8.7,.453,.515,.292,2.4,12.4,7.6,15.1,0.9,0.3,10.4,16.3,,0.2,0.4,0.6,.061,,-2.4,-0.7,-3.1,-0.1
2006-07,32,CHA,NBA,SF,50,1190,13.7,.586,.517,.361,2.8,8.6,5.6,17.6,2.3,0.5,14.1,15.1,,2.0,0.9,2.9,.117,,-0.3,0.6,0.4,0.7
2007-08,33,CHA,NBA,SG,28,396,10.0,.497,.416,.304,2.6,12.6,7.5,17.8,1.6,0.2,15.0,19.3,,0.0,0.3,0.3,.032,,-2.6,-0.7,-3.2,-0.1
2010-11,21,SAS,NBA,SF,26,286,8.5,.529,.568,.222,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,,0.1,0.2,0.3,.051,,-1.1,-0.6,-1.7,0.0
2011-12,22,SAS,NBA,SG,51,603,8.8,.483,.391,.299,3.1,11.8,7.5,9.6,0.7,0.2,13.2,17.2,,0.1,0.4,0.5,.040,,-2.7,-1.4,-4.1,-0.3
2012-13,23,TOT,NBA,SFSG,39,401,13.9,.539,.476,.222,5.2,15.0,10.2,15.8,1.9,0.9,15.3,18.0,,0.4,0.4,0.9,.106,,0.5,0.5,1.0,0.3
2012-13,23,SAS,NBA,SF,10,94,13.0,.587,.440,.360,3.9,12.8,8.6,13.9,1.6,1.5,19.5,17.6,,0.1,0.1,0.2,.109,,-0.4,0.8,0.4,0.1
2012-13,23,HOU,NBA,SG,29,307,14.2,.526,.485,.188,5.6,15.7,10.7,16.4,2.0,0.7,14.1,18.1,,0.4,0.3,0.7,.105,,0.7,0.4,1.2,0.2
2013-14,24,PHI,NBA,SG,80,2309,10.9,.530,.490,.148,2.7,11.7,7.0,9.9,1.6,1.0,12.2,15.9,,0.9,0.9,1.9,.039,,-1.5,-1.0,-2.6,-0.3
2015-16,26,SAC,NBA,SG,51,721,6.0,.469,.483,.163,2.0,10.9,6.5,7.7,1.4,1.6,18.0,13.7,,-0.6,0.4,-0.3,-0.017,,-3.9,-0.6,-4.5,-0.5
2015-16,22,DAL,NBA,SF,55,647,12.3,.522,.474,.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,,0.3,0.8,1.1,.083,,-1.1,1.4,0.3,0.4
2016-17,23,TOT,NBA,SF,75,1228,13.9,.537,.442,.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,,0.6,1.3,1.9,.074,,-0.9,-0.4,-1.3,0.2
2016-17,23,DAL,NBA,SF,51,710,14.7,.521,.440,.318,6.1,18.9,12.2,7.6,2.1,2.0,11.2,23.6,,0.1,0.9,1.0,.067,,-1.0,0.0,-1.0,0.2
2016-17,23,PHI,NBA,SF,24,518,12.8,.564,.444,.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,,0.5,0.4,0.9,.084,,-0.8,-1.0,-1.9,0.0
2017-18,24,PHI,NBA,SF,38,519,13.0,.540,.510,.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,,0.6,0.7,1.2,.115,,-0.6,-0.3,-0.9,0.1
2018-19,25,ATL,NBA,SF,48,463,11.2,.516,.490,.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,,0.1,0.4,0.4,.043,,-2.4,-0.3,-2.7,-0.1
2019-20,26,BRK,NBA,SG,10,107,3.2,.352,.763,.105,1.0,18.9,10.2,10.1,0.0,4.7,9.1,17.1,,-0.2,0.1,-0.1,-0.054,,-6.8,-1.0,-7.7,-0.2
2021-22,28,TOT,NBA,SF,16,316,10.4,.493,.621,.200,1.4,15.0,8.1,14.2,1.2,1.7,7.2,15.1,,0.2,0.2,0.4,.054,,-1.9,-1.3,-3.2,-0.1
2021-22,28,CLE,NBA,SF,3,47,10.7,.666,.750,.500,0.0,13.8,7.1,17.3,1.1,0.0,17.0,11.1,,0.1,0.0,0.1,.124,,-3.0,0.4,-2.6,0.0
2021-22,28,IND,NBA,SF,13,269,10.3,.475,.609,.172,1.6,15.2,8.3,13.6,1.3,1.9,6.0,15.8,,0.1,0.1,0.2,.041,,-1.7,-1.6,-3.3,-0.1
1991-92,21,NJN,NBA,PG,64,1086,12.8,.430,.027,.204,3.6,9.0,6.2,26.5,3.0,0.5,15.6,22.9,,-0.6,1.1,0.5,.022,,-1.7,-0.1,-1.8,0.1
1992-93,22,NJN,NBA,PG,55,2010,16.6,.487,.029,.273,2.8,9.5,6.1,34.7,2.4,0.3,13.8,23.1,,1.9,2.5,4.4,.106,,1.1,0.5,1.6,1.8
1993-94,23,NJN,NBA,PG,82,3135,18.2,.491,.096,.306,2.9,8.0,5.4,40.6,2.5,0.3,14.5,24.6,,4.3,3.2,7.5,.114,,2.5,-0.1,2.4,3.4
1994-95,24,NJN,NBA,PG,72,2689,18.0,.522,.285,.402,3.0,7.2,5.1,43.1,2.0,0.4,15.6,23.5,,4.8,2.0,6.8,.122,,3.0,-0.7,2.2,2.8
1995-96,25,TOT,NBA,PG,69,2344,19.5,.534,.307,.405,3.0,7.1,5.0,40.4,2.5,0.5,12.9,21.4,,6.1,1.6,7.7,.158,,4.1,0.2,4.3,3.7
1995-96,25,NJN,NBA,PG,31,1042,19.8,.511,.261,.495,3.8,6.9,5.3,40.4,2.6,0.6,11.1,21.8,,2.7,1.0,3.7,.172,,4.2,1.2,5.4,1.9
1995-96,25,CHH,NBA,PG,38,1302,19.2,.555,.346,.330,2.4,7.2,4.8,40.4,2.4,0.3,14.5,21.1,,3.4,0.6,4.0,.148,,4.1,-0.6,3.4,1.8
1996-97,26,POR,NBA,PG,82,3081,19.5,.540,.322,.383,3.6,10.2,7.0,31.7,2.8,0.4,12.7,22.2,,8.0,4.4,12.4,.193,,3.2,1.2,4.4,5.0
1997-98,27,TOT,NBA,PG,61,1858,14.8,.491,.237,.288,2.5,8.4,5.4,31.4,2.5,0.0,15.8,21.8,,1.7,2.0,3.7,.096,,0.3,0.0,0.3,1.1
1997-98,27,POR,NBA,PG,45,1472,13.3,.480,.252,.275,3.0,7.5,5.3,28.3,2.2,0.0,16.2,21.7,,0.8,1.6,2.3,.076,,-0.2,0.0,-0.2,0.7
1997-98,27,BOS,NBA,PG,16,386,20.4,.531,.184,.333,0.8,12.0,5.9,43.4,3.5,0.0,14.7,22.1,,1.0,0.4,1.4,.171,,2.1,0.2,2.4,0.4
1998-99,28,BOS,NBA,PG,34,1010,16.7,.513,.067,.283,2.6,9.1,5.7,32.5,1.7,0.1,15.0,20.9,,1.8,0.6,2.4,.116,,1.1,-1.0,0.1,0.5
1999-00,29,BOS,NBA,PG,82,2593,17.4,.524,.223,.257,2.3,7.9,4.9,26.7,2.7,0.2,10.6,20.5,,5.4,1.9,7.3,.136,,1.7,0.1,1.8,2.5
2000-01,30,BOS,NBA,PG,33,849,12.2,.476,.145,.313,2.1,8.2,5.0,26.5,2.7,0.2,16.8,16.6,,0.4,0.7,1.1,.063,,-1.9,-0.1,-2.0,0.0
2001-02,31,BOS,NBA,PG,76,2430,13.6,.472,.046,.184,2.5,10.1,6.2,28.1,3.0,0.3,13.3,16.7,,1.7,3.5,5.2,.103,,-2.3,1.9,-0.4,1.0
2002-03,32,TOT,NBA,PG,61,1135,13.6,.457,.018,.149,3.2,10.6,6.8,29.8,2.8,0.3,15.6,19.7,,0.4,1.3,1.6,.069,,-1.9,0.9,-1.0,0.3
2002-03,32,SEA,NBA,PG,38,689,15.9,.471,.022,.151,2.9,12.1,7.4,30.3,3.2,0.1,11.8,19.1,,0.7,0.8,1.5,.107,,-1.0,1.5,0.5,0.4
2002-03,32,NOH,NBA,PG,23,446,10.2,.435,.013,.147,3.6,8.2,5.9,29.0,2.2,0.6,20.8,20.6,,-0.4,0.5,0.1,.009,,-3.3,-0.1,-3.3,-0.2
2003-04,33,IND,NBA,PG,44,905,11.1,.473,.016,.188,2.5,8.2,5.3,24.2,1.6,0.4,15.3,17.1,,0.4,1.1,1.5,.079,,-2.3,0.6,-1.7,0.1
2004-05,34,TOT,NBA,PG,43,743,10.1,.467,.065,.184,3.6,10.5,6.9,22.2,2.3,0.0,18.4,16.1,,-0.1,0.3,0.2,.011,,-3.6,-0.4,-3.9,-0.4
2004-05,34,ATL,NBA,PG,39,717,10.4,.473,.068,.195,3.6,10.3,6.7,21.8,2.4,0.0,18.2,15.8,,0.0,0.3,0.2,.016,,-3.4,-0.3,-3.7,-0.3
2004-05,34,LAC,NBA,PG,4,26,2.9,.364,.000,.000,4.8,17.9,11.5,33.4,0.0,0.0,21.4,24.9,,-0.1,0.0,-0.1,-0.125,,-8.5,-3.1,-11.6,-0.1
2014-15,21,SAS,NBA,SF,33,358,8.2,.389,.124,.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,,-0.3,0.6,0.3,.044,,-3.8,2.3,-1.4,0.1
2015-16,22,SAS,NBA,SF,78,1245,12.9,.528,.125,.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,,0.7,2.8,3.5,.133,,-1.7,3.1,1.4,1.1
2016-17,23,SAS,NBA,SF,72,1020,12.5,.525,.191,.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,,0.7,2.0,2.7,.127,,-1.4,3.2,1.8,1.0
2017-18,24,SAS,NBA,SF,74,1978,15.9,.582,.130,.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,,2.4,3.8,6.2,.151,,-0.4,3.3,2.9,2.4
